call_id,filename,filepath,dataset,emotion,transcript,split
1076_IOM_NEU_XX,1076_IOM_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_IOM_NEU_XX.flv,CREMA-D,neutral,,test
1076_IOM_SAD_XX,1076_IOM_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_IOM_SAD_XX.flv,CREMA-D,sadness,,train
1076_ITH_ANG_XX,1076_ITH_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_ITH_ANG_XX.flv,CREMA-D,anger,,val
1076_ITH_DIS_XX,1076_ITH_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_ITH_DIS_XX.flv,CREMA-D,disgust,,test
1076_ITH_FEA_XX,1076_ITH_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_ITH_FEA_XX.flv,CREMA-D,fear,,train
1076_ITH_NEU_XX,1076_ITH_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_ITH_NEU_XX.flv,CREMA-D,neutral,,val
1076_ITH_SAD_XX,1076_ITH_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_ITH_SAD_XX.flv,CREMA-D,sadness,,train
1076_ITS_ANG_XX,1076_ITS_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_ITS_ANG_XX.flv,CREMA-D,anger,,train
1076_ITS_DIS_XX,1076_ITS_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_ITS_DIS_XX.flv,CREMA-D,disgust,,test
1076_ITS_FEA_XX,1076_ITS_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_ITS_FEA_XX.flv,CREMA-D,fear,,val
1076_ITS_SAD_XX,1076_ITS_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_ITS_SAD_XX.flv,CREMA-D,sadness,,train
1076_IWL_ANG_XX,1076_IWL_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_IWL_ANG_XX.flv,CREMA-D,anger,,train
1076_IWL_DIS_XX,1076_IWL_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_IWL_DIS_XX.flv,CREMA-D,disgust,,train
1076_IWL_FEA_XX,1076_IWL_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_IWL_FEA_XX.flv,CREMA-D,fear,,train
1076_IWL_NEU_XX,1076_IWL_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_IWL_NEU_XX.flv,CREMA-D,neutral,,train
1076_IWL_SAD_XX,1076_IWL_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_IWL_SAD_XX.flv,CREMA-D,sadness,,train
1076_IWW_ANG_XX,1076_IWW_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_IWW_ANG_XX.flv,CREMA-D,anger,,val
1076_IWW_DIS_XX,1076_IWW_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_IWW_DIS_XX.flv,CREMA-D,disgust,,train
1076_IWW_FEA_XX,1076_IWW_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_IWW_FEA_XX.flv,CREMA-D,fear,,train
1076_IWW_NEU_XX,1076_IWW_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_IWW_NEU_XX.flv,CREMA-D,neutral,,train
1076_IWW_SAD_XX,1076_IWW_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_IWW_SAD_XX.flv,CREMA-D,sadness,,test
1076_MTI_ANG_XX,1076_MTI_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_MTI_ANG_XX.flv,CREMA-D,anger,,train
1076_MTI_DIS_XX,1076_MTI_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_MTI_DIS_XX.flv,CREMA-D,disgust,,train
1076_MTI_FEA_XX,1076_MTI_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_MTI_FEA_XX.flv,CREMA-D,fear,,train
1076_MTI_NEU_XX,1076_MTI_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_MTI_NEU_XX.flv,CREMA-D,neutral,,train
1076_MTI_SAD_XX,1076_MTI_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_MTI_SAD_XX.flv,CREMA-D,sadness,,train
1076_TAI_ANG_XX,1076_TAI_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_TAI_ANG_XX.flv,CREMA-D,anger,,train
1076_TAI_DIS_XX,1076_TAI_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_TAI_DIS_XX.flv,CREMA-D,disgust,,val
1076_TAI_FEA_XX,1076_TAI_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_TAI_FEA_XX.flv,CREMA-D,fear,,train
1076_TAI_NEU_XX,1076_TAI_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_TAI_NEU_XX.flv,CREMA-D,neutral,,train
1076_TAI_SAD_XX,1076_TAI_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_TAI_SAD_XX.flv,CREMA-D,sadness,,val
1076_TIE_ANG_XX,1076_TIE_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_TIE_ANG_XX.flv,CREMA-D,anger,,train
1076_TIE_DIS_XX,1076_TIE_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_TIE_DIS_XX.flv,CREMA-D,disgust,,train
1076_TIE_FEA_XX,1076_TIE_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_TIE_FEA_XX.flv,CREMA-D,fear,,test
1076_TIE_NEU_XX,1076_TIE_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_TIE_NEU_XX.flv,CREMA-D,neutral,,test
1076_TIE_SAD_XX,1076_TIE_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_TIE_SAD_XX.flv,CREMA-D,sadness,,train
1076_TSI_ANG_XX,1076_TSI_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_TSI_ANG_XX.flv,CREMA-D,anger,,test
1076_TSI_DIS_XX,1076_TSI_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_TSI_DIS_XX.flv,CREMA-D,disgust,,train
1076_TSI_FEA_XX,1076_TSI_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_TSI_FEA_XX.flv,CREMA-D,fear,,test
1076_TSI_NEU_XX,1076_TSI_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_TSI_NEU_XX.flv,CREMA-D,neutral,,train
1076_TSI_SAD_XX,1076_TSI_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_TSI_SAD_XX.flv,CREMA-D,sadness,,train
1076_WSI_ANG_XX,1076_WSI_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_WSI_ANG_XX.flv,CREMA-D,anger,,train
1076_WSI_DIS_XX,1076_WSI_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_WSI_DIS_XX.flv,CREMA-D,disgust,,train
1076_WSI_FEA_XX,1076_WSI_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_WSI_FEA_XX.flv,CREMA-D,fear,,train
1076_WSI_NEU_XX,1076_WSI_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_WSI_NEU_XX.flv,CREMA-D,neutral,,val
1076_WSI_SAD_XX,1076_WSI_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1076_WSI_SAD_XX.flv,CREMA-D,sadness,,train
1077_DFA_ANG_XX,1077_DFA_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_DFA_ANG_XX.flv,CREMA-D,anger,,train
1077_DFA_DIS_XX,1077_DFA_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_DFA_DIS_XX.flv,CREMA-D,disgust,,train
1077_DFA_FEA_XX,1077_DFA_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_DFA_FEA_XX.flv,CREMA-D,fear,,train
1077_DFA_NEU_XX,1077_DFA_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_DFA_NEU_XX.flv,CREMA-D,neutral,,val
1077_DFA_SAD_XX,1077_DFA_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_DFA_SAD_XX.flv,CREMA-D,sadness,,val
1077_IEO_ANG_HI,1077_IEO_ANG_HI.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IEO_ANG_HI.flv,CREMA-D,anger,,train
1077_IEO_ANG_LO,1077_IEO_ANG_LO.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IEO_ANG_LO.flv,CREMA-D,anger,,test
1077_IEO_ANG_MD,1077_IEO_ANG_MD.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IEO_ANG_MD.flv,CREMA-D,anger,,train
1077_IEO_DIS_HI,1077_IEO_DIS_HI.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IEO_DIS_HI.flv,CREMA-D,disgust,,train
1077_IEO_DIS_LO,1077_IEO_DIS_LO.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IEO_DIS_LO.flv,CREMA-D,disgust,,train
1077_IEO_DIS_MD,1077_IEO_DIS_MD.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IEO_DIS_MD.flv,CREMA-D,disgust,,test
1077_IEO_FEA_HI,1077_IEO_FEA_HI.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IEO_FEA_HI.flv,CREMA-D,fear,,test
1077_IEO_FEA_LO,1077_IEO_FEA_LO.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IEO_FEA_LO.flv,CREMA-D,fear,,val
1077_IEO_FEA_MD,1077_IEO_FEA_MD.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IEO_FEA_MD.flv,CREMA-D,fear,,train
1077_IEO_NEU_XX,1077_IEO_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IEO_NEU_XX.flv,CREMA-D,neutral,,train
1077_IEO_SAD_HI,1077_IEO_SAD_HI.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IEO_SAD_HI.flv,CREMA-D,sadness,,train
1077_IEO_SAD_LO,1077_IEO_SAD_LO.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IEO_SAD_LO.flv,CREMA-D,sadness,,test
1077_IEO_SAD_MD,1077_IEO_SAD_MD.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IEO_SAD_MD.flv,CREMA-D,sadness,,test
1077_IOM_ANG_XX,1077_IOM_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IOM_ANG_XX.flv,CREMA-D,anger,,train
1077_IOM_DIS_XX,1077_IOM_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IOM_DIS_XX.flv,CREMA-D,disgust,,train
1077_IOM_FEA_XX,1077_IOM_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IOM_FEA_XX.flv,CREMA-D,fear,,train
1077_IOM_NEU_XX,1077_IOM_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IOM_NEU_XX.flv,CREMA-D,neutral,,train
1077_IOM_SAD_XX,1077_IOM_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IOM_SAD_XX.flv,CREMA-D,sadness,,test
1077_ITH_ANG_XX,1077_ITH_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_ITH_ANG_XX.flv,CREMA-D,anger,,test
1077_ITH_DIS_XX,1077_ITH_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_ITH_DIS_XX.flv,CREMA-D,disgust,,train
1077_ITH_FEA_XX,1077_ITH_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_ITH_FEA_XX.flv,CREMA-D,fear,,train
1077_ITH_NEU_XX,1077_ITH_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_ITH_NEU_XX.flv,CREMA-D,neutral,,train
1077_ITH_SAD_XX,1077_ITH_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_ITH_SAD_XX.flv,CREMA-D,sadness,,train
1077_ITS_ANG_XX,1077_ITS_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_ITS_ANG_XX.flv,CREMA-D,anger,,test
1077_ITS_DIS_XX,1077_ITS_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_ITS_DIS_XX.flv,CREMA-D,disgust,,test
1077_ITS_FEA_XX,1077_ITS_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_ITS_FEA_XX.flv,CREMA-D,fear,,train
1077_ITS_NEU_XX,1077_ITS_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_ITS_NEU_XX.flv,CREMA-D,neutral,,train
1077_ITS_SAD_XX,1077_ITS_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_ITS_SAD_XX.flv,CREMA-D,sadness,,train
1077_IWL_ANG_XX,1077_IWL_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IWL_ANG_XX.flv,CREMA-D,anger,,train
1077_IWL_DIS_XX,1077_IWL_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IWL_DIS_XX.flv,CREMA-D,disgust,,train
1077_IWL_FEA_XX,1077_IWL_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IWL_FEA_XX.flv,CREMA-D,fear,,test
1077_IWL_NEU_XX,1077_IWL_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IWL_NEU_XX.flv,CREMA-D,neutral,,train
1077_IWL_SAD_XX,1077_IWL_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IWL_SAD_XX.flv,CREMA-D,sadness,,val
1077_IWW_ANG_XX,1077_IWW_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IWW_ANG_XX.flv,CREMA-D,anger,,train
1077_IWW_DIS_XX,1077_IWW_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IWW_DIS_XX.flv,CREMA-D,disgust,,train
1077_IWW_FEA_XX,1077_IWW_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IWW_FEA_XX.flv,CREMA-D,fear,,train
1077_IWW_NEU_XX,1077_IWW_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IWW_NEU_XX.flv,CREMA-D,neutral,,test
1077_IWW_SAD_XX,1077_IWW_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_IWW_SAD_XX.flv,CREMA-D,sadness,,train
1077_MTI_ANG_XX,1077_MTI_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_MTI_ANG_XX.flv,CREMA-D,anger,,train
1077_MTI_DIS_XX,1077_MTI_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_MTI_DIS_XX.flv,CREMA-D,disgust,,train
1077_MTI_FEA_XX,1077_MTI_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_MTI_FEA_XX.flv,CREMA-D,fear,,test
1077_MTI_NEU_XX,1077_MTI_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_MTI_NEU_XX.flv,CREMA-D,neutral,,train
1077_MTI_SAD_XX,1077_MTI_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_MTI_SAD_XX.flv,CREMA-D,sadness,,train
1077_TAI_ANG_XX,1077_TAI_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_TAI_ANG_XX.flv,CREMA-D,anger,,train
1077_TAI_DIS_XX,1077_TAI_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_TAI_DIS_XX.flv,CREMA-D,disgust,,train
1077_TAI_FEA_XX,1077_TAI_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_TAI_FEA_XX.flv,CREMA-D,fear,,train
1077_TAI_NEU_XX,1077_TAI_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_TAI_NEU_XX.flv,CREMA-D,neutral,,train
1077_TAI_SAD_XX,1077_TAI_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_TAI_SAD_XX.flv,CREMA-D,sadness,,train
1077_TIE_ANG_XX,1077_TIE_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_TIE_ANG_XX.flv,CREMA-D,anger,,test
1077_TIE_DIS_XX,1077_TIE_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_TIE_DIS_XX.flv,CREMA-D,disgust,,test
1077_TIE_FEA_XX,1077_TIE_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_TIE_FEA_XX.flv,CREMA-D,fear,,val
1077_TIE_NEU_XX,1077_TIE_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_TIE_NEU_XX.flv,CREMA-D,neutral,,train
1077_TIE_SAD_XX,1077_TIE_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_TIE_SAD_XX.flv,CREMA-D,sadness,,test
1077_TSI_ANG_XX,1077_TSI_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_TSI_ANG_XX.flv,CREMA-D,anger,,train
1077_TSI_DIS_XX,1077_TSI_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_TSI_DIS_XX.flv,CREMA-D,disgust,,test
1077_TSI_FEA_XX,1077_TSI_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_TSI_FEA_XX.flv,CREMA-D,fear,,train
1077_TSI_NEU_XX,1077_TSI_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_TSI_NEU_XX.flv,CREMA-D,neutral,,test
1077_TSI_SAD_XX,1077_TSI_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_TSI_SAD_XX.flv,CREMA-D,sadness,,train
1077_WSI_ANG_XX,1077_WSI_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_WSI_ANG_XX.flv,CREMA-D,anger,,train
1077_WSI_DIS_XX,1077_WSI_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_WSI_DIS_XX.flv,CREMA-D,disgust,,train
1077_WSI_FEA_XX,1077_WSI_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_WSI_FEA_XX.flv,CREMA-D,fear,,train
1077_WSI_NEU_XX,1077_WSI_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_WSI_NEU_XX.flv,CREMA-D,neutral,,train
1077_WSI_SAD_XX,1077_WSI_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1077_WSI_SAD_XX.flv,CREMA-D,sadness,,train
1078_DFA_ANG_XX,1078_DFA_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_DFA_ANG_XX.flv,CREMA-D,anger,,test
1078_DFA_DIS_XX,1078_DFA_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_DFA_DIS_XX.flv,CREMA-D,disgust,,train
1078_DFA_FEA_XX,1078_DFA_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_DFA_FEA_XX.flv,CREMA-D,fear,,train
1078_DFA_NEU_XX,1078_DFA_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_DFA_NEU_XX.flv,CREMA-D,neutral,,train
1078_DFA_SAD_XX,1078_DFA_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_DFA_SAD_XX.flv,CREMA-D,sadness,,test
1078_IEO_ANG_HI,1078_IEO_ANG_HI.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IEO_ANG_HI.flv,CREMA-D,anger,,train
1078_IEO_ANG_LO,1078_IEO_ANG_LO.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IEO_ANG_LO.flv,CREMA-D,anger,,train
1078_IEO_ANG_MD,1078_IEO_ANG_MD.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IEO_ANG_MD.flv,CREMA-D,anger,,train
1078_IEO_DIS_HI,1078_IEO_DIS_HI.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IEO_DIS_HI.flv,CREMA-D,disgust,,train
1078_IEO_DIS_LO,1078_IEO_DIS_LO.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IEO_DIS_LO.flv,CREMA-D,disgust,,train
1078_IEO_DIS_MD,1078_IEO_DIS_MD.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IEO_DIS_MD.flv,CREMA-D,disgust,,train
1078_IEO_FEA_HI,1078_IEO_FEA_HI.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IEO_FEA_HI.flv,CREMA-D,fear,,train
1078_IEO_FEA_LO,1078_IEO_FEA_LO.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IEO_FEA_LO.flv,CREMA-D,fear,,train
1078_IEO_FEA_MD,1078_IEO_FEA_MD.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IEO_FEA_MD.flv,CREMA-D,fear,,val
1078_IEO_NEU_XX,1078_IEO_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IEO_NEU_XX.flv,CREMA-D,neutral,,train
1078_IEO_SAD_HI,1078_IEO_SAD_HI.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IEO_SAD_HI.flv,CREMA-D,sadness,,train
1078_IEO_SAD_LO,1078_IEO_SAD_LO.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IEO_SAD_LO.flv,CREMA-D,sadness,,train
1078_IEO_SAD_MD,1078_IEO_SAD_MD.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IEO_SAD_MD.flv,CREMA-D,sadness,,train
1078_IOM_ANG_XX,1078_IOM_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IOM_ANG_XX.flv,CREMA-D,anger,,train
1078_IOM_DIS_XX,1078_IOM_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IOM_DIS_XX.flv,CREMA-D,disgust,,train
1078_IOM_FEA_XX,1078_IOM_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IOM_FEA_XX.flv,CREMA-D,fear,,test
1078_IOM_NEU_XX,1078_IOM_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IOM_NEU_XX.flv,CREMA-D,neutral,,test
1078_IOM_SAD_XX,1078_IOM_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IOM_SAD_XX.flv,CREMA-D,sadness,,train
1078_ITH_ANG_XX,1078_ITH_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_ITH_ANG_XX.flv,CREMA-D,anger,,train
1078_ITH_DIS_XX,1078_ITH_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_ITH_DIS_XX.flv,CREMA-D,disgust,,test
1078_ITH_FEA_XX,1078_ITH_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_ITH_FEA_XX.flv,CREMA-D,fear,,train
1078_ITH_NEU_XX,1078_ITH_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_ITH_NEU_XX.flv,CREMA-D,neutral,,train
1078_ITH_SAD_XX,1078_ITH_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_ITH_SAD_XX.flv,CREMA-D,sadness,,train
1078_ITS_ANG_XX,1078_ITS_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_ITS_ANG_XX.flv,CREMA-D,anger,,train
1078_ITS_DIS_XX,1078_ITS_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_ITS_DIS_XX.flv,CREMA-D,disgust,,train
1078_ITS_FEA_XX,1078_ITS_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_ITS_FEA_XX.flv,CREMA-D,fear,,val
1078_ITS_NEU_XX,1078_ITS_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_ITS_NEU_XX.flv,CREMA-D,neutral,,train
1078_ITS_SAD_XX,1078_ITS_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_ITS_SAD_XX.flv,CREMA-D,sadness,,train
1078_IWL_ANG_XX,1078_IWL_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IWL_ANG_XX.flv,CREMA-D,anger,,train
1078_IWL_DIS_XX,1078_IWL_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IWL_DIS_XX.flv,CREMA-D,disgust,,test
1078_IWL_FEA_XX,1078_IWL_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IWL_FEA_XX.flv,CREMA-D,fear,,test
1078_IWL_NEU_XX,1078_IWL_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IWL_NEU_XX.flv,CREMA-D,neutral,,test
1078_IWL_SAD_XX,1078_IWL_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IWL_SAD_XX.flv,CREMA-D,sadness,,train
1078_IWW_ANG_XX,1078_IWW_ANG_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IWW_ANG_XX.flv,CREMA-D,anger,,test
1078_IWW_DIS_XX,1078_IWW_DIS_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IWW_DIS_XX.flv,CREMA-D,disgust,,test
1078_IWW_FEA_XX,1078_IWW_FEA_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IWW_FEA_XX.flv,CREMA-D,fear,,train
1078_IWW_NEU_XX,1078_IWW_NEU_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IWW_NEU_XX.flv,CREMA-D,neutral,,train
1078_IWW_SAD_XX,1078_IWW_SAD_XX.flv,d:/haam_framework/crema-d-mirror-main\VideoFlash\1078_IWW_SAD_XX.flv,CREMA-D,sadness,,train
